9138,17716,19043,22685,29907,32090,31106,41127,38632,37393,28085,69431,24637,35260,39384,42434,29898,28148,34306,28581,15696,19092,21211,30929,31225,34763,37866,38638,39895,49408,50851,39378,35420,34214,27541,21363,16365,20751,22140,22531,10469,14496,15418,12824,14323,10681,26130,37402,39851,35951,40378,47315,47247,47439,52952,45326,36939,31072,26338,21085,8588,13440,14666,13744,15698,16692,14138,15912,17542,20136,22162,19572,19840,20956,17388,16046,14696,15976,15508,15472,10482,13809,17432,20425,19100,19294,19595,18223,19021,18080,17499,17364,16469,14811,14855,12927,11104,11084,10613,10138,7346,8048,10444,9666,13334,12984,18768,21948,20102,17986,18070,18114,17310,15608,16202,14382,14548,12830,11846,10080
8132,13268,15272,17357,20680,23739,37144,38399,40940,36599,26789,12268,25613,28773,40984,38114,34767,34687,20395,18375,14231,16738,11112,16223,11018,13276,36471,33272,32404,36878,39198,40886,36205,33981,29920,25344,15039,21430,17774,16755,9063,12157,11720,13641,14095,20970,20981,27131,42980,42848,42393,41814,40203,40241,44155,41925,27311,29426,16597,11689,10562,13408,14622,14198,15872,16024,17246,18210,20712,24558,25292,12982,24496,21944,21042,18316,17852,19158,15298,14994,11225,16345,11658,15925,10915,11360,23627,22580,20928,20078,18201,18341,16364,15577,15747,15760,10895,11909,11043,9583,8472,8088,8888,13200,15402,20206,18710,21244,23096,20972,20402,19006,20576,19192,18920,17344,14374,15818,12932,9896
6693,11284,14316,18963,25776,33115,30007,40035,38222,35836,24843,10852,17660,32678,40493,39350,28710,34380,24660,18175,13717,15364,20486,19948,23815,28479,57283,29781,17406,39555,42112,42045,33811,31134,10157,13905,13293,20172,19216,16979,8120,13592,13140,12624,13266,17801,11578,27964,35526,29132,41631,40879,43106,40137,45218,41865,33847,26615,21556,17834,9264,13012,13938,13862,15790,17068,14750,16780,18368,22216,22870,11680,18686,22296,18404,17296,14444,15644,15028,13720,11181,13492,18259,16658,17745,18538,28751,17892,11864,19293,17049,17990,16614,14685,7741,9207,8571,10852,10762,8172,8202,8514,9196,10146,12722,16638,13524,20874,20164,16764,20622,17470,18116,17106,17100,14374,15478,13696,12208,10162
9837,15688,21529,23045,25418,26559,30483,40501,40920,35941,27399,14925,25923,37084,33851,35806,31239,26652,25570,27108,15308,18131,22435,28283,32274,29354,37947,38517,38932,40437,43256,41403,35718,35965,33149,19696,23699,16603,22899,19166,11704,11722,14450,19677,13417,15750,22069,41253,45127,41815,40979,40363,42196,42754,41616,40839,38047,30394,25060,21739,9838,12614,16256,14498,17496,16918,15726,22502,21542,21592,23018,15112,23214,23778,19106,17254,15344,17178,16334,16806,12612,17186,22210,24988,24727,19655,23455,21815,19974,18359,17302,17533,17271,15628,15822,14154,14887,10218,12458,10397,10866,7602,9884,13936,11206,15044,19228,24794,21898,19430,19980,18882,16832,14980,15964,16682,13756,13446,11790,10966
7335,12883,14814,17910,22045,28187,30410,35264,35513,45026,25396,12664,23931,33222,39803,34976,29596,35171,19497,16755,10354,12072,9357,17222,22137,26930,27184,27330,36016,34359,39181,33622,33145,33645,19662,16485,17792,16756,19639,16676,7111,10819,11941,13266,14776,21963,21801,28655,33650,27374,42871,33854,43980,45625,41664,35881,33254,27578,21446,15978,9230,12908,14098,13678,13624,16934,15254,15836,18110,26666,25158,13282,22908,21968,19006,16042,14158,16548,12664,13784,9225,10822,9625,15900,17200,18567,15909,16404,20361,18854,17623,17397,16189,15521,13833,11438,11953,9364,9787,8776,7334,8492,8874,11552,13558,18954,18962,21150,20136,17670,20864,18660,18642,18034,16352,13746,15068,13936,12670,9518
11031,15110,22006,27543,33549,25443,40303,44949,35268,38105,26614,12070,24470,29145,45896,35460,40526,38694,25511,27522,15532,20399,25406,30272,36238,40073,40230,39269,38465,42797,39741,42799,37709,35038,34127,28081,24325,17606,22757,22691,8487,10596,13278,16591,19624,17810,25639,42355,45570,45709,44266,42043,43821,43382,46878,42956,35265,30144,25227,20521,9168,12788,15616,16748,19480,15558,16438,17448,17856,23408,20214,11010,21174,21608,20400,15770,16752,17128,14488,17106,10364,16068,19827,22016,22698,22945,22012,19907,18314,17760,15961,17589,16773,15585,16110,14282,13355,10243,12529,11148,7300,7508,9766,13152,17066,16028,18986,21998,19122,18348,16928,16958,16362,14956,15310,12914,12790,12072,10308,8992
9846,15229,21387,22638,22016,26151,37108,33171,36240,34104,74889,10412,21398,33980,33296,26103,25108,25095,26825,23815,13985,18992,25397,28892,33062,34546,32981,33028,43022,39237,39783,31865,25634,20328,19856,9666,13359,13439,20118,19105,12029,14300,14670,12348,15819,18410,28008,35221,43715,43882,39588,37463,34099,41371,43435,39459,32760,28710,25107,19572,10716,14920,16320,14992,17156,17270,19916,20698,21054,23660,12732,11462,21798,24914,20744,18818,16406,16638,18062,14726,13026,19040,22317,23083,24714,24107,22944,21415,21510,21260,19467,18280,16265,14616,16791,11207,11883,10570,13472,10655,9682,12538,12332,12896,15462,18472,22634,23282,23446,22808,20348,18800,18626,18488,17946,17216,15824,13068,12630,10588
24064,16375,21945,29346,34594,37600,38144,38950,41304,36550,28806,66755,25975,38784,42374,41330,40116,39306,35556,29017,8030,11447,11442,16978,36693,40091,36286,36841,36200,39562,43138,39452,35540,37333,33792,27139,24606,21526,22788,19372,10985,12447,14055,13574,18805,25037,23061,44550,50519,45974,43876,41164,42034,42036,43297,42378,38423,31382,26843,21778,12784,13160,15416,18336,19070,19206,18400,20266,21660,23896,23822,21262,24926,25416,22278,19254,17952,18294,18286,18164,8262,9930,11250,13757,24860,23762,23120,21024,18817,18903,17064,18239,18179,17219,17218,15694,14772,12558,12154,10487,10842,8504,10232,11644,18410,21744,20466,24124,20766,20436,19616,17238,14890,14978,16144,17788,14378,13964,12628,11066
8035,13186,13938,21548,31944,35719,31127,38683,38818,35279,28578,13310,40102,31985,40602,38186,30452,37976,29012,21386,14312,17495,21252,25326,31181,31213,35657,33834,42098,38655,42007,41654,36325,36336,23051,16970,15680,21649,22098,19688,11441,13816,13380,13786,13501,18483,20753,33366,39410,30366,37415,43851,41603,40769,46547,42476,36793,29221,24750,19575,9552,13086,13280,15684,17502,18134,14886,16146,18046,21968,25044,11530,28300,23182,19122,17130,15018,17776,15730,14830,11477,15899,18538,20496,21480,19366,20451,19134,20577,18736,17636,17543,17332,16131,14813,12804,10781,11047,10924,10048,6804,7200,8912,11738,12638,16486,18330,21514,22980,16060,19506,20892,18562,17310,16756,15224,15620,14192,13088,11010
7274,12300,14973,23567,22317,30160,34473,40050,43083,34055,26760,10223,21457,36860,40318,40964,29543,27082,22872,20119,12769,14414,18660,22396,23827,32326,33707,35283,43448,45786,48841,38375,37940,39415,24128,19354,17915,21431,21368,18420,11082,11630,17228,9783,10746,17632,22228,37108,36156,32737,37479,36773,40333,39110,46257,38359,32381,25931,23447,17951,8882,12888,13760,15422,14884,18614,16202,16512,18830,21234,25922,11006,21462,22208,18180,16644,15756,16898,13846,14674,9452,12899,16667,17670,18216,18874,19107,20496,21298,19973,19226,18888,17332,16617,16108,12571,11837,11430,10680,8655,8326,8874,13214,9624,10474,17602,21844,23348,21164,18690,18526,17960,18626,16656,15042,15308,13880,12564,12168,10104
7455,12055,16650,21530,27397,30235,34838,39612,42683,39381,25848,12197,23911,36548,43906,40271,25525,30056,23897,18282,16550,17833,24563,19972,26588,32738,35385,34218,35889,43886,40374,39432,34163,34179,25828,17936,20579,20326,24904,21347,10629,14195,12586,11061,11995,20201,29033,36502,39509,35790,43747,43976,44034,43991,44305,40933,36040,28481,21994,18324,9052,12874,15172,16458,17382,15576,16306,15618,19174,22528,24936,12314,22070,23136,18066,15742,12080,15470,16478,14444,12324,14483,19775,16183,18590,18630,19037,20403,21408,19343,17943,18374,17314,15714,16726,12030,13319,12013,12467,9636,8710,7978,10226,10170,12446,19042,22620,23524,21716,19112,19842,18924,19726,17050,15484,14644,14848,13694,12094,10560
8313,13155,20314,20630,30201,34105,35009,39134,37656,36400,26127,11194,23583,33655,39345,39165,33465,36016,26062,22479,12572,16029,19757,24444,25007,27495,30534,37341,37756,40045,39606,39389,37997,34578,21103,14866,22777,19018,20116,18131,5512,15142,15097,14136,14262,17849,25487,30472,38766,33558,41681,41099,43952,43285,45491,40235,32221,28756,25018,19723,9676,12784,16066,13862,17786,18736,15688,16470,18402,22950,23252,10144,21272,22910,18604,16356,16034,16958,16674,15144,9190,13704,17982,19319,17470,17978,17773,19311,20166,18169,17297,17405,16565,16020,13969,10354,13639,10916,10785,9156,4818,9090,9060,10714,12392,16106,19706,20940,20802,17618,19548,17870,18512,17856,16170,16022,15314,14094,13560,10848
7935,12183,14452,19020,20129,26562,33204,38500,40267,36410,26287,12494,24306,36345,43134,38611,32735,26851,23340,19913,16291,12072,20497,22582,30309,29229,33530,38771,34222,40107,37671,38561,37325,37039,24066,16053,16139,21747,23076,19921,10502,12296,12011,10827,13623,22556,26576,36419,37540,33173,31789,38606,35001,44115,42733,41980,30078,26270,20302,16164,8486,11852,13122,13826,14060,15120,14184,15886,17834,21558,23172,11034,20620,22990,19844,16222,14716,14794,15188,13942,10780,9504,16149,17895,21195,17676,17974,18963,18707,18411,17214,18025,17697,15176,14495,10638,10064,10486,9872,9178,5488,8208,8838,9088,13496,19304,21496,22876,20600,17180,17616,17776,17264,17312,14462,13994,12342,13462,11086,9370
8825,14290,16528,21461,26718,32951,36347,37184,42170,34290,27486,11866,24512,33512,40862,37846,31602,35522,30916,21013,14983,16885,20089,27274,32217,35436,37548,37904,38561,39125,36565,40956,36032,32276,25280,20303,20636,17442,20981,20904,9064,15256,12956,14461,17264,21393,23170,34915,37373,42685,26860,45236,46000,47229,45066,44514,34787,31514,26108,20213,8792,12510,13618,15116,16272,18208,17100,15766,18930,20234,20606,10828,21434,21548,18540,16682,14670,16772,17214,14610,11286,13998,16882,20158,20574,20556,19967,20016,19500,18294,16375,17644,16622,14440,14269,12274,11724,9000,10135,10187,5758,8162,7708,10510,13906,18216,18766,20874,20584,19260,17092,18478,18754,16970,16296,12724,14228,13386,12152,9872
6830,12469,16405,19693,22188,34320,39632,37590,40829,36029,21432,12329,23709,36417,40312,38305,32407,38963,20132,21838,12848,17285,18538,20657,21797,15425,33292,34323,36381,38680,40026,39477,34280,35033,20326,15213,18196,18131,17764,20441,8976,13519,14988,12272,14644,20187,24677,33795,37604,43635,40810,40792,40692,40577,45011,36234,31459,24665,23615,14761,8508,12764,14412,15466,15666,19036,16762,15334,18972,21296,20362,11860,22836,23808,17704,15596,15156,17012,15444,16778,9576,15613,16600,17128,16378,12128,20117,20612,19783,18488,17142,18163,15707,15113,13455,10504,11960,11079,9502,10101,10484,6816,11272,9144,13706,17384,19942,21162,21316,20614,18954,17508,18762,17370,16030,13628,14978,12916,12768,9722
7991,13546,17855,19507,25871,25458,30146,38286,39705,37968,24659,10783,36698,34716,38744,36562,29330,27793,25046,21707,12054,15690,19895,24269,26249,26964,34793,38193,41049,39284,45501,41210,34424,37020,25654,16780,17570,16097,21196,19870,8127,14964,13382,13408,12307,17051,25135,30410,38442,32744,31490,41380,49320,46079,46770,41155,35903,28055,23926,17216,9220,11792,13360,12370,14858,14760,13724,14842,18306,22590,22950,10556,27418,22184,17576,14784,13838,14050,13866,14966,9741,13455,16809,18651,17631,16787,18374,18784,19706,18039,17095,17450,16558,15427,15181,11499,11276,8496,9949,8959,7696,9012,9790,10686,10928,16614,21130,20412,20830,17466,18024,19962,18776,16456,15838,12882,14346,12662,11736,9360
9234,13164,17502,20346,27183,36330,29908,40797,40431,38540,37924,13734,24467,39159,45595,36751,29203,32562,24668,24669,15159,17881,22099,25485,25508,34891,41153,38226,45922,42063,42947,42219,42741,33873,37362,25883,18641,17579,23377,21413,10003,12541,13754,10905,14498,18464,22928,33613,44585,37011,48464,44502,63341,49698,50406,45646,37302,30122,23561,18551,8738,11238,12608,13336,16260,18166,13424,14648,16754,19286,25390,10692,18046,21782,18198,13486,12944,15938,14862,14766,10142,12570,16944,17870,15542,18287,20551,17810,18700,16910,16592,16946,16679,13951,14723,13070,10208,9146,10718,9121,6152,6100,7782,7464,11740,14310,17572,20818,20366,17916,19118,17612,19426,16012,15062,14358,14076,12984,11396,10112
10313,9256,22571,28827,35867,39101,39872,42483,43437,40385,29962,32217,30587,40645,43286,37883,38324,39174,34165,27758,18294,22196,26333,32238,37960,41637,43467,39323,37832,38741,39428,41916,36336,36192,30099,25903,23802,21387,22515,20879,14919,12117,15032,23648,23733,27116,31738,39913,41753,41545,39190,40129,40594,40091,39881,40696,42076,34424,27064,22402,9380,10792,16588,19098,20554,19878,20420,22108,22820,24836,25268,27172,23658,26290,22782,20908,21170,19092,18940,17138,11975,18423,24199,26851,27482,26847,24913,23257,19960,18511,15647,15165,16302,14526,15090,13860,14239,13698,14052,11736,12308,7566,10216,15912,21276,24156,23542,24184,19332,18340,16628,16884,16508,14934,15622,16816,13634,14358,12416,10726
8373,10432,19180,23412,26471,26777,34879,39935,39627,36182,26998,11144,19783,31114,40693,42407,38814,35595,28178,21840,10690,18133,13608,18795,29017,28905,30803,38045,37369,40378,43788,38389,33702,35488,31543,20010,17542,20976,19896,21652,8618,13429,12777,13453,15826,19593,22981,37311,41592,39020,48265,42764,44597,46233,47158,44031,50193,29393,24734,20829,8792,11154,13958,13520,14350,17066,16316,14924,17814,20250,22894,9870,18446,21788,18910,15644,16320,17092,15216,13268,9222,11896,12447,15708,19331,17730,16814,18247,18948,18114,17286,17288,14996,14836,14829,12219,10166,10577,11012,9323,6948,7538,7614,9248,13392,16192,17372,22232,19098,19432,19782,17702,17354,16566,16342,14618,16072,13612,11996,10030
9673,17719,16574,24230,28733,31619,33750,42357,43280,41043,24755,10687,22031,37977,41770,42994,35497,30523,28397,21833,15255,36321,21734,29581,30977,34770,33806,21123,42431,41024,42277,43332,39853,38235,26916,14931,22951,22480,22119,18765,10544,14093,14621,14938,15731,20346,16077,38533,40155,39203,41993,47661,50379,48854,47231,42990,39690,30265,26966,18957,8858,13260,13772,14622,15424,14206,13338,15056,17306,21102,22254,8878,20054,21602,17988,15118,13380,13640,15658,14056,11227,24982,16468,20331,17925,16440,16038,11045,18960,17479,16648,16874,16735,14275,14558,9618,12432,10555,9914,7839,7340,8056,8476,11040,13400,16932,14194,22064,19566,18070,18620,17712,16858,16216,14944,12914,13640,11788,12106,10044
10428,9914,22715,26607,33209,40210,39398,39019,41372,37376,30690,14572,29365,38734,41567,38704,39692,38057,31765,26091,7941,8624,7348,16955,37162,22150,40517,38043,36359,40073,40626,40191,36065,34624,31398,25332,23193,21701,22248,22204,12204,10022,10895,19692,20295,26612,35309,44796,45377,43121,42513,40601,37937,40098,40546,41645,29761,30968,28040,22056,10342,10418,16040,19422,21590,20220,20990,21502,20690,23944,26138,15982,24142,24080,20526,21146,20920,19990,20308,18472,7851,9251,9152,16385,27029,18116,26498,22802,20472,18258,17383,16776,17662,15798,15347,13696,12665,12727,13539,12031,11856,6240,7980,16344,19050,23112,24512,23812,21262,20242,18782,17966,17200,17558,16404,18132,14168,14248,12492,10494
30937,15470,22168,27356,19924,39850,27457,41274,42626,38127,26286,13468,26479,38376,44561,26939,39891,36805,32341,25363,15702,11237,10451,11669,17680,21676,39981,38618,39523,41222,43036,41368,37234,33425,31297,25384,22330,11118,13438,18577,15016,12555,15141,14153,19946,21743,30771,41692,45068,42255,40592,40349,40839,40516,39908,38207,34128,29094,24398,21250,11062,14174,17546,18214,15750,21120,18236,22190,22118,24614,23876,13142,23264,25166,21332,17646,20884,20438,18182,17120,15416,12318,11961,14179,16947,17977,25002,23297,21974,18838,18036,18179,18022,16786,16465,16056,13676,9853,10064,10598,10838,8734,11274,11784,19072,20742,23494,22700,20874,20196,19112,19120,16436,15390,17598,17166,15810,14322,10784,10628
9145,14277,21627,18914,20025,36537,38667,39087,41694,39752,30519,36296,28755,40737,42330,40667,38190,36848,30986,27294,15675,12050,12160,14418,35837,40541,36671,34951,35632,38651,40526,40998,36837,35743,32656,25642,25113,22170,21645,22017,27155,11195,13306,12199,11603,13224,20340,44228,45879,42895,41874,39742,38839,38607,40252,41763,36874,30128,23915,20138,8850,12572,16666,13824,15742,20040,18760,21854,20950,22164,24898,27420,25538,23692,22058,20672,19770,19678,19436,17606,12623,11255,12153,13957,26448,24552,22501,20524,19910,18511,16935,17563,17803,15184,17101,15832,15004,14392,14144,11714,8276,7366,9174,9562,11428,13900,19470,24330,20786,20308,19006,16022,16300,15982,15072,16918,14162,13016,10856,9300
9892,12794,17232,19904,28763,25180,34025,38370,34924,39981,70183,12040,68473,38600,39858,39026,34189,30158,25959,20670,14101,9089,8966,17881,26320,33057,34906,39007,37507,39861,41240,47172,36901,35174,23601,22153,18832,18693,19519,21065,8896,19863,14238,12041,17996,25125,29099,38457,39678,36395,46698,42058,44432,44403,45709,40831,27946,27597,23021,19170,10590,12418,13488,14270,17712,16902,15188,16178,18390,22480,17254,10874,19202,24458,18342,15504,15836,16100,16980,15244,9846,8958,10487,16338,20150,19949,20549,21408,19869,18411,17407,18717,17610,15757,14989,13747,12634,11445,10409,10080,8568,14402,11304,11382,15890,19150,19566,21832,21200,19886,19352,18314,18400,16062,15872,14672,13022,12314,11030,9364
8532,13849,30469,21369,22093,28868,34853,38267,40435,36561,39644,12397,47610,36131,39269,40271,29251,30436,24963,17936,26740,17419,19843,21101,30018,34312,32592,22284,42065,48744,45837,39798,35817,35097,21193,13611,17124,18587,21997,18437,13074,13508,13237,12686,13220,18051,14410,35747,37585,30097,31997,43024,44250,51152,48689,40609,32053,28338,24348,17857,10024,12416,20782,14598,14752,17144,14976,16384,18872,22430,28646,10694,30458,21704,17966,15760,13882,16420,16390,12680,18331,15455,18186,18508,21188,19160,17640,14417,20887,19181,17700,17968,16417,15665,13958,9644,10475,9181,10225,8369,7702,8216,9786,10762,12150,16668,15230,22010,21568,17716,17234,18840,18996,18286,15580,15392,14822,13486,12622,10358
8351,13116,15519,19028,17936,28633,32629,38335,40221,36129,24054,10527,23229,36133,40335,40529,32430,30816,23829,16295,14918,17640,18255,21964,24523,29719,32562,20890,37527,44538,40765,39297,35488,27384,24010,15957,15675,17152,19948,14732,11663,10459,10498,10309,13912,20476,28538,34787,37113,30825,30735,38765,42682,47956,47044,38529,30650,30149,19169,17660,9460,12240,13698,13852,11612,15648,13606,14984,19814,22662,21952,10252,21892,23426,18542,15990,13550,16218,15330,12222,10145,13238,15379,16519,16186,18372,17769,12929,20672,18322,16664,18302,16724,14766,15343,11824,10559,10049,10545,7914,6788,7746,7574,8602,13606,18756,22030,23252,20912,17780,17456,19262,17958,17812,13688,14674,13258,13366,10974,9948
7242,31212,19111,25390,31674,35795,40441,42968,44480,38346,28750,13528,27479,36405,33129,29919,39530,28489,31908,24766,14651,16530,20807,14481,33817,22119,35482,36723,39415,31201,41765,39801,37314,37119,32505,27115,24050,22088,22319,17562,10757,11823,12797,11248,20081,26445,34467,42765,48442,44182,42217,38432,27887,39758,41638,40353,34117,27339,23408,18746,8068,16244,15448,17890,19946,19084,19888,20408,20486,23380,24196,14510,24796,24498,17202,14868,20044,14926,18700,17680,10793,15546,20417,14165,24808,13654,22819,21164,19874,16678,17315,17962,17877,16647,16634,15380,13673,13145,11955,8974,10424,7924,8450,8128,19142,23576,24754,22312,21100,19022,17786,18152,14142,14230,15298,15676,13596,12846,11610,9362
10256,13527,17501,25795,20241,24608,31925,34858,34446,33893,23208,11290,16118,43601,34030,34993,27555,22557,20649,16545,12491,15807,16312,19762,32138,32563,30336,38029,40413,39160,41478,36544,34654,34458,19211,15011,17167,21202,16035,15723,10496,13211,14627,15737,16825,23641,21536,30247,32228,27960,41877,40800,35369,45714,43139,34898,33006,27502,22998,19075,9498,11714,13024,15210,14968,15752,14118,14944,17824,22260,20770,9308,15934,26378,18088,14752,14130,14348,14334,12992,11512,12968,15343,15897,20626,20216,17910,19801,19974,17648,16688,17257,16586,16271,13154,10509,11111,11869,8775,8628,8460,8630,9280,11616,13828,18098,17480,21950,18874,17504,19432,19158,18148,17244,14338,13642,13362,12442,11104,10378
