32029;56132;79409;87103;55080;76908;86867;75983;54507;17723;58089;22853;75385;71519;84255;80799;63324;47858;37276;20082;24431;30594;41519;93324;92845;88619;94404;69655;27687;17641;30878;39844;40324;44882;47764;59394;44084;40908;39724;23938;51806;24294;54033;48528;41965;37981;35273;29857;22991;16131;18638;33512;42536;55438;47860;47798;43242;37944;24646;14464
19277;48346;62102;89005;77638;98556;82685;61563;40196;24940;33863;40981;61124;39777;91744;76741;32010;31179;37822;24234;27549;81385;49256;71802;62180;94838;96468;64483;40695;28553;24158;32700;32630;40836;55018;61118;38896;31580;29766;26218;30910;35074;38634;27289;40572;36765;23519;20237;20725;14944;20280;52500;45364;48684;40054;43062;38456;33832;25036;17648
36808;65934;84601;88338;57507;60895;75471;63688;49376;26872;40985;62801;79666;83942;91447;80364;45667;50056;49927;33651;25551;31483;45840;96693;89077;92767;90975;73661;48510;24158;30006;40900;45220;48590;45704;47728;40146;36114;32554;24296;39880;54938;54318;46459;39604;38012;31411;31707;26662;20200;18854;26514;43564;54052;46528;39472;38512;32204;26292;16496
24797;56804;61034;80017;71025;58736;87944;78846;43090;31843;25708;38107;57991;76410;53121;74240;45344;48329;39175;31519;23170;30935;38965;91198;94793;97839;85570;62738;45881;13254;27002;35758;33284;40496;55884;47410;41242;37236;32132;30638;24843;35176;38391;44779;39037;37278;30276;29485;20555;19150;20030;29542;41048;53428;49300;44772;36200;33170;26562;13288
37160;65954;85861;97745;55560;59676;99679;87036;64772;35071;45357;69303;86515;84826;92903;83250;70773;51341;49237;36494;33029;28152;51849;98333;96941;95032;98737;70831;47083;24821;29222;39370;38768;43916;40686;45840;43730;37454;38568;25632;35811;49110;50542;42366;38241;36963;34804;28617;26341;19040;28014;25876;43620;47982;40856;38094;34488;29294;21936;14694
29440;52674;67512;63847;49893;52170;79488;63801;55599;25176;42842;64556;72968;77678;101883;62937;44331;34018;40230;24559;31732;30837;49551;85114;85623;84987;90444;67866;42959;20156;29232;36684;40704;43760;45220;46500;48588;38886;35762;27190;42246;52297;52772;47908;44061;37992;35846;27614;26579;14341;28674;33588;48958;54676;48806;45010;42404;34172;25998;15084
29031;49058;82943;87870;59648;62271;91847;87135;66355;21455;23568;70540;82696;79518;90002;80151;70998;50951;50594;37598;34774;29091;51999;105032;96236;92015;94019;75473;30970;19856;26126;32644;41532;47348;48190;50970;46298;39730;40014;22858;22355;54055;52532;44361;39578;40671;37227;31052;26558;20792;29632;28484;48072;52980;45360;36484;40502;33864;23624;13868
23397;50472;71141;86091;99058;88003;84802;63659;50135;26696;36530;62567;66941;79835;87639;83360;48549;37439;41957;30011;29842;38611;39600;73244;87984;93230;96284;71362;45653;37294;26026;33768;35652;39266;63530;57364;40582;33124;32418;27870;34084;49074;41604;44130;39797;38971;31579;24333;22378;17851;18136;36726;39960;50270;47216;44530;38386;34662;27248;20972
22145;45102;73109;93902;53959;54017;88305;59188;43397;19864;34502;28072;71050;66426;101257;83234;54919;41986;41663;26302;26399;22969;29099;76324;73135;87013;93750;61041;39073;20618;25170;31838;38374;40584;46284;43960;38540;34684;30428;23000;29948;26752;42336;43253;43375;39470;35170;26484;21132;16745;23024;24094;38396;51420;43046;42170;36614;30624;24408;14660
23628;53590;72643;91084;88484;99453;90217;59157;40226;20556;42288;46694;72103;85761;90603;76908;48755;44335;49446;35052;27458;32173;38122;74757;99385;88473;91264;67741;47856;27151;26622;37386;34878;40782;60648;63094;38164;30364;31674;24746;34932;37239;41597;46903;41047;37942;32322;28776;24834;19655;21126;33524;42670;50470;46762;42754;35820;33240;26926;16796
25005;50269;67935;89473;106527;52010;80032;69790;47466;22194;35392;49068;57331;87589;88548;73473;45739;46978;40629;26771;31529;76298;50588;87060;86681;97230;95035;69638;45756;20316;25898;33384;35024;41344;60354;43008;37570;34794;32454;24382;31265;38702;37679;45077;39398;36248;30264;28768;22152;16990;21158;46830;44010;52144;44302;43930;38864;35624;27322;15516
27002;45902;67180;87737;54750;58077;92428;64576;48911;26885;26104;49975;68823;78647;82325;78914;48486;35579;46564;27126;53344;26911;34478;77925;68054;84572;95412;57725;36819;14094;25748;32544;32196;38804;43006;44168;40928;32466;33366;25268;22064;39318;40845;41928;39600;38594;30182;21682;21316;17490;40298;26512;39810;50282;39982;41942;34286;30344;22754;12912
26091;51179;69784;95643;45963;51084;83385;71510;48470;26430;40827;51963;78628;64190;83064;87846;69867;40654;45012;36603;29369;24888;48812;84068;100109;92822;100020;68584;47162;20434;25238;33984;36960;42296;35062;41206;38674;34556;32328;24044;34106;37741;45488;41718;38765;37565;33567;23646;22553;18994;18052;21514;42200;49356;46572;42132;34962;31928;24526;15340
23260;46973;80831;86575;53436;79430;86151;83108;39347;17604;35115;43186;35107;43177;88385;76562;42961;33655;41273;26854;30765;31351;51396;73242;97914;91624;94172;59535;36792;26951;25542;34526;38396;39646;41722;57216;37300;37280;32442;22110;32038;35687;26296;31388;39336;36725;28237;23297;22274;15804;22362;27928;45736;48200;46372;43628;37344;32302;24794;17912
32226;49894;65796;85201;98504;80622;86061;66565;46681;29331;43040;51330;61807;60793;88441;77583;53295;35119;42896;27872;30819;24535;48644;76309;76084;100199;96842;71939;41667;16083;26902;30236;32732;38724;63554;56118;37508;32686;31036;26482;36815;39197;37383;37093;38580;37196;32267;22023;20590;17716;23322;23116;45574;49560;44412;42758;34470;32308;23820;14034
30935;47191;79824;88306;58549;49605;92667;64573;50130;28618;68324;43975;76190;89297;86350;77505;44255;40402;48800;26426;26909;26995;48494;72631;99478;106784;112379;72624;42982;19937;24970;30526;36676;35684;40522;36008;36600;31602;31180;24064;46698;31654;40577;40869;36955;34638;26349;22458;22228;15322;14952;21148;39156;46306;45218;41140;35624;31412;24378;15118
21884;69728;87173;94099;62129;68893;89670;85105;63337;18254;17551;73002;91678;83701;85548;82451;65450;50157;47046;34982;45848;52340;66261;90944;88312;88487;88642;58356;50850;21815;24084;43126;44664;50084;48376;50634;48648;43924;38648;20694;22759;59998;57913;48031;37273;34764;32357;31193;29021;19855;33316;44296;56954;50844;40332;38068;38548;31968;26114;16010
34646;60254;80119;84867;51816;45861;91501;79660;52865;26546;29153;43192;67359;82692;92028;78106;47610;38671;48798;36749;28485;25688;50849;90809;104188;100599;100943;71897;46963;20854;28276;32660;38380;37236;39766;38226;38966;36528;31120;24730;24553;34716;39776;42135;39309;35307;28832;22500;23578;17425;18338;21852;41542;49348;45920;40468;37054;32126;25266;14622
27912;58033;74305;93992;73357;56659;93414;75793;51026;31332;79102;57465;72535;44232;90535;91971;54107;49453;43862;30940;32401;72172;26727;84486;78076;108192;100361;72373;53613;20354;24908;33358;30820;37268;47604;41804;37032;31180;31888;25656;54900;38313;35734;26319;37605;37316;30573;26429;19808;16168;20192;54134;29112;48428;40722;40384;33528;29724;25796;14256
24135;64694;87174;88087;61518;65879;88349;84681;60549;35928;18401;72765;86809;81023;87308;80407;65714;49494;48111;35646;38057;43962;70334;98841;93482;85711;90187;59417;51220;21605;23536;44418;45650;46942;50760;49808;46200;44910;41280;28220;20663;58472;61084;48019;39152;38102;33461;28362;28631;22814;33554;41554;57088;52198;45942;42014;41006;30900;25472;14104
36999;67805;90532;91672;39617;62047;94448;83718;59772;31173;18891;29611;88061;84576;92033;81414;65084;46693;44582;30812;44818;29154;31044;96576;89566;89302;86258;68367;47731;23761;32608;42220;47434;49438;36774;48866;46386;44920;37510;25254;22242;33419;58227;50073;40762;39642;37050;29217;24623;18655;32428;27944;35230;51718;45490;39322;41220;35202;24804;16090
22619;63897;82895;89551;63293;65786;91385;81720;61499;23696;19116;70248;83624;76791;86891;81774;67738;52136;47251;36552;38111;47209;38942;99149;91553;85136;89803;72153;45439;20733;24068;42074;43076;47000;48520;49536;47222;43438;39370;23392;19968;56691;53185;44678;39256;38689;36370;32851;29265;21425;32578;42568;41244;53108;44104;38364;38416;31654;22702;13692
30629;60859;70778;87197;32999;88187;88738;83033;46884;33623;22642;45883;78359;83096;53842;79321;50019;40967;45891;35532;27305;28512;54296;87237;80334;96850;96727;55924;43812;23768;27634;37986;36122;40766;35802;56240;38450;38936;33476;27982;22649;39326;48174;46130;39705;37922;32080;27811;23432;18969;24746;29732;45100;51244;45274;42146;36534;28590;23428;14906
41312;44580;69549;87245;92411;57793;87975;70715;40618;27344;38085;47893;71829;47253;98500;78699;43452;37731;40530;25852;29305;36953;88410;84084;67847;99179;99430;80742;42479;17218;34026;30864;34664;40776;60342;43886;37978;35888;29184;25654;34844;40007;41220;32496;41006;37001;29154;22484;19600;15755;20498;34752;65310;51962;40282;44132;37012;37512;25592;14118
27686;39974;68040;87821;50426;48106;87906;66251;41352;25588;32791;47438;63488;77618;104682;78186;45936;31413;37865;32539;28406;24883;35427;74189;74602;92714;91300;63418;36031;34757;26884;28914;32032;40958;41786;43392;38558;32184;29920;24802;26813;35795;39011;44247;40294;38073;30794;21581;21186;18538;21766;24846;40632;50684;43896;42728;33618;30496;23042;18416
31502;61388;84809;94853;59018;61602;93890;83169;58017;30635;37465;61620;78529;82469;67436;82999;68926;51205;48183;31468;25849;23090;68981;101420;91217;86298;89978;66504;43304;21143;27900;41176;43002;46284;46834;50294;45650;42642;39538;26390;35468;52874;52743;45861;35586;39863;36274;30364;25409;19784;19638;20568;58094;50764;42904;38044;36842;31256;23534;14886
35674;47632;85801;77324;49660;36523;77793;63087;46805;24305;42311;46535;60874;46949;90395;71944;43261;34996;31884;21401;29669;29216;49921;72420;63886;96180;84322;65392;43528;21668;27570;32270;39978;38492;40268;35368;37702;34078;32168;24284;36722;37297;38687;34500;38340;37334;28827;24007;18426;14088;21106;24596;42076;48872;41832;44500;33948;30418;24286;14566
30610;45916;64348;88294;80533;49245;83585;55560;46839;27592;34095;49227;69290;83538;83788;77304;46466;37214;46188;26428;27053;22338;44359;77413;73169;99361;99846;69541;48200;18522;30282;34114;38144;41094;59048;43538;39486;34312;33116;28312;32166;46923;47478;49438;40008;36702;31129;24194;23586;16830;18988;23552;44086;51736;48704;46866;40806;37332;29116;16278
31599;56272;69104;79878;56258;54708;83416;74515;51281;23224;37284;48471;70782;85454;86429;76111;64288;34457;47663;31989;29994;26789;45370;85462;97523;100188;96145;73649;47595;25033;26476;35400;34984;39042;43426;44350;39890;37806;33744;23000;33615;43289;41142;44753;40448;35524;35184;23593;23797;17944;21344;26114;42430;51418;45320;42440;37542;35300;27056;17120
33739;65658;88805;94204;57787;61579;69339;64027;60232;32588;17640;24925;81510;81878;89627;81226;64250;48587;49008;23483;32933;24924;66589;66245;95498;93823;91983;59855;47186;19456;29840;43128;43126;45950;45476;46024;39858;33966;43108;29182;18372;24877;54266;48098;39376;38785;34095;28222;28116;15809;28430;23920;53444;49354;44946;40712;40480;32490;26556;14946
35101;42785;69891;83561;52348;100347;84276;61905;53611;33062;36467;58128;63594;85745;90143;77790;39786;35339;41730;31051;44904;36199;42287;73979;78123;92120;92840;73023;45303;32970;30778;32008;31674;36266;39544;57528;35670;29284;36440;29078;34248;45438;40535;44751;39858;36010;25559;20050;19672;17327;32728;34334;39132;49338;40080;42240;37090;34882;26304;18800
31751;55639;77251;90017;54429;55398;93447;72629;55334;27462;24171;68311;72561;89463;93700;88896;58042;48456;49425;31616;52798;29613;59715;81196;81358;93460;96239;71073;61016;26094;27236;33730;36734;39032;40724;42384;39478;35560;32866;24978;23762;53330;41402;43100;38805;38318;33672;28360;21612;16697;35462;24388;49260;46414;42176;41416;33194;31284;28970;18032
30782;47069;78497;89868;55087;108393;84784;61132;46097;30199;34717;50728;39191;51255;88400;86022;60183;38196;45208;28868;30461;30775;23249;79246;74281;86358;100397;73336;44223;32455;27010;30504;37010;38216;44602;62546;37552;32170;31448;26120;28200;38690;26682;34636;38974;36210;34723;23628;22531;16063;20306;25138;29582;50360;44126;46390;36906;34208;24646;17722
24506;43112;74364;100397;92172;96239;92627;71856;50391;27845;22123;26249;41317;46935;97001;78296;41668;40971;42701;27644;25550;42806;59728;74204;98288;87298;97284;61617;74747;18403;24518;30914;36176;40698;58050;58078;38940;38272;33930;25812;20617;24854;25814;30784;41582;36673;28490;25106;21145;16229;21390;41010;49630;50562;44274;41874;37050;31994;35258;13664
31060;52441;67595;92494;95050;57647;87564;82624;52192;31682;43414;59611;65568;90513;96122;84422;51505;48709;48389;28200;47829;26445;46482;84570;68437;100434;95437;72450;43906;18290;26840;32728;31492;38672;57756;41280;36362;37080;32712;26130;36333;43266;37769;42947;37974;36001;29706;26421;21267;17640;33606;23766;41700;47878;39004;42024;34862;31588;25338;14754
32258;37589;67945;79052;54201;85230;76211;79573;45682;26082;29040;39079;53676;78895;89598;75974;42149;33823;41003;25882;26537;20312;56638;55592;56615;97138;94326;68583;44317;23292;30120;29268;36692;38990;43954;57928;37654;40302;33108;27074;27072;35073;36925;46661;43512;40008;28807;22910;22755;17240;19888;21338;48642;45092;38612;46802;38414;34542;26690;16638
34416;48283;69944;89817;53595;96133;84575;65793;46357;25201;25783;38592;61895;45294;88128;79091;47252;34983;46853;25202;29510;25678;42988;74398;70125;93366;91517;76304;43408;29676;31000;33358;35930;42100;47522;63180;40920;33638;33422;27086;23499;36850;40246;33141;40954;37468;32425;24447;24091;17290;23082;25056;40760;50152;44222;44838;38674;36978;27040;18370
36338;42424;64724;89706;43320;32176;94353;55946;39301;35522;20969;35494;58700;84354;94007;81136;39731;46699;43765;30973;27011;25445;62241;72844;70451;93963;92974;66202;43918;22938;29180;31764;33652;45674;38922;33646;46034;32098;29082;28274;22407;33629;35771;44648;38858;40311;29598;32466;24534;19367;20342;23796;50564;51106;44774;42780;37068;29940;23952;15052
23731;42548;64991;85003;58892;58797;82772;65199;38691;28812;34706;50654;65235;43665;88903;77971;48360;47273;47025;26401;28261;25863;54362;74443;98674;103782;98398;67121;45332;19974;23642;29614;33710;38174;42868;43120;36964;34244;27568;25312;31354;39758;40612;29993;38164;35753;31105;26478;22951;15275;19888;24776;44744;47332;45546;43946;37296;32312;24766;13906
33656;48702;76806;85693;49855;51304;78522;68567;42527;32095;26479;43414;67228;83754;93380;82330;44850;30027;43068;24395;28653;21949;61504;85390;97589;94951;92677;67974;43605;20726;25188;32518;37258;40902;39450;42632;39740;36236;32536;24358;25344;37848;43219;43661;41366;40725;29613;21498;23315;14829;21810;21334;51286;52552;47296;41308;34184;31878;23632;14672
37202;62673;88214;92415;63813;66566;96581;87195;57513;34679;45907;68050;88235;86969;89672;78535;70252;50482;46409;26621;36126;24231;69424;100697;96242;91106;93909;75085;49085;24471;29244;42300;41302;45432;48932;48964;45582;43060;38286;26858;37928;55944;57896;46376;37815;36117;33629;30282;27589;15792;31330;22898;54658;49752;42332;39300;37248;33276;25230;15302
30098;51794;74389;82615;45993;94462;83973;61527;45852;32137;35434;78067;65027;82819;84360;76372;43760;40225;44825;24787;25220;27398;53284;70850;99818;92480;92451;73169;43623;18626;27394;32882;36464;39888;38614;56494;39548;31396;31292;28344;31593;65232;39242;44693;39188;36286;28105;23815;20931;15907;16524;24928;46496;48294;46450;44000;37670;36052;26778;15916
27784;54681;74096;84578;56068;51923;89854;68600;49283;27524;28131;27423;71278;86208;90385;82121;50211;43896;51263;32455;31002;36506;56214;77299;64375;91321;90194;67210;40105;19027;25426;35954;34538;42948;47584;43014;42634;33408;33780;25084;25727;29683;42354;42735;40066;39396;33948;27599;23724;19889;20916;33032;49040;50826;41030;41946;34390;32878;24072;14504
38111;67874;70541;92790;53758;58257;71824;88087;60255;23892;23308;39457;83684;83067;88406;79383;61942;44622;48347;33955;34791;27570;33729;70398;91722;95872;94070;60078;47469;22767;31176;41624;38596;48864;49050;48198;42472;41604;37576;24014;26010;38025;54543;46145;37649;37834;36901;28297;25675;18605;31450;24644;40494;48712;44340;39636;38870;28798;24770;14770
16463;65971;86601;93129;39571;62013;67504;86162;57093;31327;44771;65995;80339;84216;88198;79301;33341;47444;38498;34529;38099;21479;94422;94735;92538;90556;97221;69588;44438;19609;20444;41054;42872;45250;35872;47794;36934;41506;36846;25748;38786;52690;51731;44553;38088;35806;26711;28518;24297;21034;28610;21272;65604;49572;43114;41090;37626;32064;22736;13610
15386;42031;65077;87505;99128;99132;87186;62307;41885;25576;33622;44138;67129;44379;93994;76834;29031;34424;36741;23451;47964;41285;46059;66701;61184;96115;90159;62864;41774;23681;19270;32022;32528;38850;57310;60234;37372;31168;30616;26172;30935;36664;38668;29310;39975;35494;19721;20675;19520;12971;33646;39370;42566;47444;39104;44042;33920;32390;24574;16236
23490;43693;82002;88788;53463;59010;81179;78088;46155;27944;39975;48682;64158;45401;84644;75720;48342;37866;41210;26815;41695;77007;35753;76420;62006;88727;87240;64932;41149;28748;25056;32360;39104;42730;45630;48248;40924;36992;32580;26104;31093;39464;39078;32457;42250;38875;32593;25115;22034;17235;38686;54596;39252;53198;41248;43562;37238;32402;24190;18550
31821;60375;88212;96642;63058;69541;89690;86311;34346;32546;49093;73715;85813;80193;85595;81520;66881;49402;47274;33607;42124;26213;26979;66986;94103;84204;91801;69795;44588;20047;28204;42200;41682;44612;48930;51680;45220;41950;27686;27736;42661;53613;54974;47643;38355;37522;34899;29689;27757;19837;29440;23126;30838;46734;41192;39560;39320;34284;24608;14118
30319;43319;80389;95114;10004;61305;96017;59688;41456;25794;41674;43866;60514;80398;96757;72475;43166;39307;38913;20881;26935;29961;49303;75318;66300;80092;86421;55486;32940;20495;26096;29556;40146;42116;13434;46202;41384;34064;28750;24580;33377;35020;38331;42966;42032;37033;29349;24462;22345;14272;19166;26044;42568;48450;40756;42202;35838;29526;22034;14644
36760;45413;66872;85743;53286;55486;87884;62186;38258;22174;23419;22201;78326;84718;90762;77940;43487;43627;42413;26422;47150;28516;59069;69734;71969;86386;93681;61595;48914;25038;30492;35638;40612;47896;43652;45728;46524;38132;32806;25440;26595;30625;56388;48475;40471;39733;34482;29087;26814;17570;35230;28534;53948;50318;45920;44842;39498;35762;26900;15250
40946;52712;81181;87121;97091;60106;88198;78087;46718;33976;31632;56580;65779;88879;112634;83870;49470;44159;46647;32096;29659;29198;49660;76026;112686;104988;107566;73056;55752;31765;33286;31834;36488;38978;56184;44238;38940;35462;32528;29022;27879;41040;39731;46314;42714;37081;29595;24589;21841;17492;19482;25648;44672;49334;47386;44550;37558;34308;27290;16900
29674;54935;83738;94765;105765;60391;92321;77890;53809;29569;30426;50885;70877;87448;93799;90879;56509;47014;51574;28523;35430;39318;47267;85444;98727;92433;97961;70221;43798;21160;26506;33872;39146;41060;58068;43958;39226;37924;32258;25486;27766;39623;41874;44495;37945;37547;32225;26917;23004;18114;22608;31374;43624;49322;47168;39328;35244;31956;22386;13586
30646;60361;84819;88819;56400;58447;91834;79441;57031;30562;39207;61015;80107;77464;88539;78961;64049;47839;48603;34682;25892;24052;57749;91756;87820;82850;89896;72077;47799;23686;29434;39478;40528;42774;43794;45776;43396;40020;36812;27008;35369;49951;53547;44763;39840;36780;31481;29175;27662;19449;17926;21846;48520;49586;41182;36118;37004;32528;25894;15922
19546;68308;86271;93242;53976;62857;87274;84063;64104;32314;41380;39022;78323;75788;86507;81767;70356;52218;52444;35227;33543;41246;65886;98214;97252;91276;94243;73167;46343;19858;22466;36810;40044;45502;42682;48040;45086;38426;33872;26336;37456;31158;46895;41866;38036;35848;32615;28925;24912;20575;23786;37410;54554;47592;43986;37416;36748;32108;24494;13174
22272;42652;55671;61095;64414;48505;90491;55929;39859;28721;12821;27279;51476;79700;77604;57908;63611;47696;38528;24187;24109;26407;56839;63681;89198;86203;69892;49436;38697;16163;23460;35872;41350;45586;51190;41172;50858;40968;31910;26568;18660;33215;44153;52945;43256;39840;36397;30915;26088;17417;19182;24674;52632;51084;44232;42952;42660;35902;27558;16836
19389;41615;80231;89009;57596;90555;87650;62396;54586;22266;24351;48307;74936;81180;89996;79780;49647;48140;40611;22571;26986;21281;29608;92441;98957;96884;86938;64878;38494;17767;21248;29424;37926;39554;44836;56326;37548;32496;36424;22522;25144;36473;44255;42302;38750;36416;30693;27624;20372;13407;18618;18946;33020;52264;44564;42200;33228;31120;21890;13168
24808;43252;69199;89507;55852;56673;82694;57656;53007;28973;34636;50997;64524;86389;85877;83546;47042;39521;43481;30379;26998;41154;49807;79407;96788;90979;90056;66035;44806;22298;24178;31992;35418;37720;46060;43302;37470;31112;34768;26066;31310;40477;38233;47415;39684;37239;29490;23659;21687;17641;17546;38834;44498;49940;47158;43820;35316;31916;25866;16560
42232;67662;60116;93391;57229;59841;90336;81546;65713;40769;46111;74788;52756;81225;91838;85079;70012;48173;48386;16256;35801;43045;67066;99889;96089;94227;94954;73215;49738;27180;32294;42226;34974;48116;45392;48242;47234;41384;38996;29916;43052;58379;37493;44052;40179;41521;34965;27590;28860;13949;28936;39484;58926;52590;46832;42382;40904;33822;24546;16654
37390;53715;65760;88499;87317;96319;93466;72027;52861;31489;40383;46207;69389;85528;89196;79386;55910;45461;43202;33512;31788;28534;54802;85955;66635;106745;95983;70514;44418;19387;29638;32076;34842;38850;57052;57844;38672;35270;32146;26414;33841;37182;38948;43634;38634;37081;31778;27133;21618;18758;21908;26248;47506;50020;41784;43198;34888;32826;23342;13732
35113;43774;64148;63557;47064;98449;92257;60112;43696;28321;39347;56645;78315;51555;89958;75687;48512;36586;42183;27025;22199;59328;64035;79848;64314;107863;91505;68510;52085;18586;27304;29752;30390;34176;41250;60066;39008;27440;29832;25412;29638;39204;41414;32074;40191;35834;32410;24577;20799;16149;19662;55416;51564;49638;40482;44466;36670;31318;25080;13280
41595;67365;89267;97129;63235;68739;98968;88666;67309;59155;56779;81001;91877;83174;107618;110448;21596;55145;47513;35915;43904;47398;67232;97479;124177;96536;97732;76715;53511;34339;27066;39154;41054;43698;44456;45014;43954;41946;36574;29096;41184;52155;53017;43202;36184;37485;23213;27832;23562;18767;29610;37630;51780;45868;41994;39664;37432;33492;23900;16092
39845;61943;82923;84328;157937;55051;86231;84789;61664;40892;46980;71033;81241;81352;89972;78862;61495;46308;34948;19026;31162;41418;68591;69032;89461;89798;94731;71842;45234;22556;33460;45044;44536;47556;32106;48276;46902;43368;44780;34800;48326;60670;56593;49739;42146;41781;36854;32176;25368;15013;33094;41960;55504;53212;46924;44544;44152;37028;27514;16830
27241;54935;72158;85717;52415;44015;80289;78650;54772;33746;55274;52802;72249;83621;89260;80603;42611;48209;48521;31944;29936;71219;40563;80569;87511;105900;103661;64281;45391;21686;24660;34272;33264;38136;40920;36050;36688;34760;32364;25606;43448;41601;39836;41345;37998;35013;26329;26267;21536;18991;19386;47868;37194;48810;43562;43058;36820;30154;23698;15556
28169;48951;67676;82961;54601;55072;82230;66208;49492;30946;25961;41420;61679;87609;91238;75470;47457;44030;46272;22840;32560;74641;23875;91481;88193;103421;94973;67226;44531;21508;27564;33438;35456;39968;45512;44896;39546;36040;32794;28438;26168;37165;41628;46678;41602;37668;31581;27501;24488;14774;24804;47900;30982;52882;47938;46038;38336;34204;25340;15656
27233;57826;64858;88899;53337;74963;88449;82302;55413;26998;32126;55680;74399;81336;90441;80110;67534;45155;50946;35687;32905;70020;57580;82009;100967;97676;102198;76905;54184;20505;24214;34956;27014;40360;45382;50772;38164;34072;31906;25240;24784;39421;39441;44980;40078;35715;35665;27040;24898;19479;22866;57754;49268;50986;44390;40644;36016;33096;26096;13710
27724;51596;69858;82008;54012;51369;84729;61550;53827;24151;29752;39835;65998;62785;88819;74506;39534;35383;45051;28922;54146;30243;48538;72422;74452;84341;98314;66487;41488;23596;28780;35426;36804;43184;48228;47860;41840;34378;38958;27120;29315;37747;43394;44938;44645;40127;30851;25686;24066;17019;41508;28456;47158;52232;46754;44976;40696;36310;28894;19030
