111 ; 1160.84 ; 442322 ; 325760
112 ; 1034.03 ; 636561 ; 367764
113 ; 1087.78 ; 584470 ; 342124
114 ; 1205.42 ; 432580 ; 341180
115 ; 1143.32 ; 477608 ; 321112
116 ; 1195.18 ; 405665 ; 367528
117 ; 1088.07 ; 552021 ; 348984
119 ; 1095.03 ; 538807 ; 340414
120 ; 1206.05 ; 411566 ; 318820
121 ; 1058.18 ; 596936 ; 377774
122 ; 1217.2 ; 379892 ; 343880
123 ; 1074.8 ; 564224 ; 367210
124 ; 1138.12 ; 469262 ; 322482
125 ; 1074.2 ; 545408 ; 360010
126 ; 1229.39 ; 413680 ; 305496
127 ; 1133.96 ; 541569 ; 330786
128 ; 1055.08 ; 580388 ; 381458
129 ; 1059.73 ; 562528 ; 355804
130 ; 1024.02 ; 643279 ; 361002
131 ; 1129.02 ; 513141 ; 342476
132 ; 1093.0 ; 576270 ; 346482
133 ; 1106.72 ; 576767 ; 337818
134 ; 1146.75 ; 515975 ; 329026
135 ; 1145.25 ; 510865 ; 346718
136 ; 1167.08 ; 517381 ; 357504
137 ; 1162.52 ; 471959 ; 314608
138 ; 1063.45 ; 589940 ; 360914
139 ; 1207.1 ; 423379 ; 344122
140 ; 1046.2 ; 606230 ; 369734
141 ; 1200.38 ; 415555 ; 315992
142 ; 1095.03 ; 542465 ; 360070
143 ; 1146.18 ; 470179 ; 338906
144 ; 1262.02 ; 394513 ; 305574
145 ; 1149.25 ; 525271 ; 344044
146 ; 1145.25 ; 498572 ; 346600
147 ; 1056.63 ; 569981 ; 357514
148 ; 1104.48 ; 555151 ; 340562
149 ; 1176.08 ; 475478 ; 352914
150 ; 1024.02 ; 574237 ; 374942
151 ; 1129.54 ; 518893 ; 358524
152 ; 1176.08 ; 495916 ; 351190
153 ; 1104.2 ; 528347 ; 349092
154 ; 1036.67 ; 627348 ; 372374
155 ; 1060.04 ; 569926 ; 348740
156 ; 1060.04 ; 576559 ; 377114
158 ; 1136.04 ; 488576 ; 361444
159 ; 1179.07 ; 493867 ; 331650
160 ; 1110.08 ; 512948 ; 361362
161 ; 1137.08 ; 500555 ; 353222
162 ; 1137.08 ; 465664 ; 330792
163 ; 1315.31 ; 319768 ; 314834
164 ; 1060.66 ; 608955 ; 366940
165 ; 1117.49 ; 525280 ; 343362
166 ; 1086.33 ; 591839 ; 350868
167 ; 1204.16 ; 422638 ; 313110
168 ; 1332.08 ; 288514 ; 318074
169 ; 1138.12 ; 483721 ; 314950
170 ; 565.02 ; 1200647 ; 437094
171 ; 1059.73 ; 596200 ; 354864
172 ; 1232.43 ; 400617 ; 289812
173 ; 1097.06 ; 547394 ; 355586
174 ; 1135.26 ; 531356 ; 369636
175 ; 1058.49 ; 531341 ; 371672
176 ; 1103.64 ; 533321 ; 369130
177 ; 1201.43 ; 418970 ; 295692
178 ; 1190.12 ; 459225 ; 344526
179 ; 1164.44 ; 488644 ; 357214
180 ; 1087.49 ; 555901 ; 360330
181 ; 1136.04 ; 554942 ; 363528
182 ; 1333.04 ; 309356 ; 240334
183 ; 1107.28 ; 574336 ; 332336
184 ; 1101.68 ; 523253 ; 360926
185 ; 1072.1 ; 555254 ; 346132
186 ; 1090.68 ; 532499 ; 349346
187 ; 1059.73 ; 602256 ; 379168
188 ; 1156.25 ; 461279 ; 321990
189 ; 1174.47 ; 487446 ; 340312
190 ; 1259.64 ; 380604 ; 321400
191 ; 1177.0 ; 470940 ; 348890
192 ; 1117.49 ; 505305 ; 372080
193 ; 1236.04 ; 349093 ; 274644
194 ; 1060.35 ; 582733 ; 355708
195 ; 1187.04 ; 458860 ; 347180
196 ; 1191.0 ; 412375 ; 306616
197 ; 1121.81 ; 560893 ; 350038
198 ; 1095.03 ; 593890 ; 361896
199 ; 1058.49 ; 564995 ; 385512
200 ; 1106.16 ; 567725 ; 367280
201 ; 1057.08 ; 591819 ; 368922
202 ; 1056.12 ; 572546 ; 364386
203 ; 1073.06 ; 586323 ; 371938
204 ; 1048.76 ; 605156 ; 355184
205 ; 1074.3 ; 562937 ; 368372
206 ; 1179.07 ; 496353 ; 332694
207 ; 1191.44 ; 464998 ; 311982
208 ; 1260.15 ; 398946 ; 344940
209 ; 1064.69 ; 562480 ; 379236
210 ; 1245.92 ; 315620 ; 331574
211 ; 1049.08 ; 598877 ; 362592
212 ; 1074.3 ; 522778 ; 357726
213 ; 1086.2 ; 544713 ; 341354
214 ; 1055.08 ; 629823 ; 364350
215 ; 1035.68 ; 612040 ; 390054
216 ; 1318.04 ; 310524 ; 252876
217 ; 1065.0 ; 586599 ; 362690
218 ; 1136.04 ; 434014 ; 322184
219 ; 1122.62 ; 482413 ; 319734
220 ; 1104.76 ; 519234 ; 334660
221 ; 1430.15 ; 174271 ; 241640
222 ; 1046.52 ; 618222 ; 351632
223 ; 1078.4 ; 609591 ; 375052
224 ; 1110.08 ; 543245 ; 367634
225 ; 1218.8 ; 391012 ; 281834
226 ; 1206.05 ; 450887 ; 324180
227 ; 1036.34 ; 624654 ; 368152
228 ; 1217.4 ; 461550 ; 348380
229 ; 1131.1 ; 536945 ; 382732
230 ; 1290.05 ; 366869 ; 314246
231 ; 993.2 ; 666097 ; 393010
232 ; 1091.26 ; 561268 ; 355638
233 ; 1242.5 ; 405809 ; 308272
235 ; 1048.12 ; 612456 ; 377616
236 ; 1026.06 ; 594158 ; 359096
237 ; 1063.45 ; 587636 ; 361202
238 ; 1137.08 ; 469315 ; 344658
239 ; 1062.83 ; 577033 ; 359848
240 ; 1200.17 ; 427945 ; 280956
241 ; 1008.3 ; 642230 ; 409498
242 ; 1238.13 ; 404619 ; 307896
243 ; 1206.05 ; 381852 ; 302488
244 ; 1123.7 ; 542463 ; 362926
245 ; 1059.73 ; 570782 ; 382530
246 ; 1068.1 ; 563915 ; 361438
247 ; 1073.3 ; 608755 ; 377432
248 ; 1061.59 ; 549456 ; 384446
249 ; 1048.44 ; 587473 ; 352528
250 ; 1204.79 ; 428020 ; 351142
251 ; 1085.75 ; 568639 ; 373982
252 ; 1017.05 ; 662604 ; 386080
253 ; 1045.56 ; 601051 ; 340768
254 ; 1063.45 ; 571821 ; 365428
255 ; 1198.28 ; 415274 ; 318378
256 ; 1208.15 ; 403331 ; 346696
257 ; 1121.81 ; 477457 ; 356312
259 ; 985.07 ; 684067 ; 389204
260 ; 1033.04 ; 628658 ; 354668
262 ; 1104.2 ; 519617 ; 350918
263 ; 1072.1 ; 572587 ; 381822
264 ; 1078.7 ; 562291 ; 355558
265 ; 1129.28 ; 493317 ; 328716
266 ; 1095.03 ; 533016 ; 348048
267 ; 1206.05 ; 363561 ; 313192
268 ; 1075.1 ; 562769 ; 355328
269 ; 1097.06 ; 533768 ; 359524
270 ; 1246.1 ; 356980 ; 256770
271 ; 1132.66 ; 493659 ; 350230
272 ; 1043.32 ; 613775 ; 345394
273 ; 1034.36 ; 623510 ; 346710
274 ; 1064.38 ; 578176 ; 375292
275 ; 1062.21 ; 612732 ; 354598
276 ; 1020.28 ; 628862 ; 379796
277 ; 1087.12 ; 531927 ; 364840
278 ; 1057.08 ; 594099 ; 361996
